,ISG15,IFI6,ISG20,IFIT3,IFIT1,B2M,IFIT2,MT2A,RSAD2,IRF7
52,0.0,0.0,0.56538546,0.0,0.0,4.009401,0.0,0.0,0.0,0.0
53,0.0,0.0,0.5657396,0.0,0.0,4.0094757,0.0,0.0,0.0,0.0
54,0.0,0.0,0.566094,0.0,0.0,4.0095506,0.0,0.0,0.0,0.0
55,0.0,0.0,0.5664481,0.0,0.0,4.0096254,0.0,0.0,0.0,0.0
56,0.0,0.0,0.56680226,0.0,0.0,4.0097003,0.0,0.0,0.0,0.0
57,0.0,0.0,0.56715614,0.0,0.0,4.009775,0.0,0.0,0.0,0.0
58,0.0,0.0,0.56750655,0.0,0.0,4.009849,0.0,0.0,0.0,0.0
59,0.0,0.0,0.567857,0.0,0.0,4.0099235,0.0,0.0,0.0,0.0
60,0.0,0.0,0.56820726,0.0,0.0,4.0099974,0.0,0.0,0.0,0.0
61,0.0,0.0,0.5685579,0.0,0.0,4.0100718,0.0,0.0,0.0,0.0
62,0.0,0.0,0.56890833,0.0,0.0,4.010146,0.0,0.0,0.0,0.0
63,0.0,0.0,0.56925845,0.0,0.0,4.01022,0.0,0.0,0.0,0.0
64,0.0,0.0,0.569609,0.0,0.0,4.0102944,0.0,0.0,0.0,0.0
65,0.0,0.0,0.56995964,0.0,0.0,4.010369,0.0,0.0,0.0,0.0
66,0.0,0.0,0.57030976,0.0,0.0,4.0104427,0.0,0.0,0.0,0.0
67,0.0,0.0,0.5706601,0.0,0.0,4.010517,0.0,0.0,0.0,0.0
68,0.0,0.0,0.5710106,0.0,0.0,4.0105915,0.0,0.0,0.0,0.0
69,0.0,0.0,0.57136106,0.0,0.0,4.0106654,0.0,0.0,0.0,0.0
70,0.0,0.0,0.57171136,0.0,0.0,4.01074,0.0,0.0,0.0,0.0
71,0.0,0.0,0.5720618,0.0,0.0,4.0108137,0.0,0.0,0.0,0.0
72,0.0,0.0,0.5724122,0.0,0.0,4.010888,0.0,0.0,0.0,0.0
73,0.0,0.0,0.57276255,0.0,0.0,4.0109625,0.0,0.0,0.0,0.0
74,0.0,0.0,0.573113,0.0,0.0,4.0110364,0.0,0.0,0.0,0.0
75,0.0,0.0,0.57346356,0.0,0.0,4.011111,0.0,0.0,0.0,0.0
76,0.0,0.0,0.5738139,0.0,0.0,4.011185,0.0,0.0,0.0,0.0
77,0.0,0.0,0.57416433,0.0,0.0,4.011259,0.0,0.0,0.0,0.0
78,0.0,0.0,0.5745146,0.0,0.0,4.0113335,0.0,0.0,0.0,0.0
79,0.0,0.0,0.57486534,0.0,0.0,4.011408,0.0,0.0,0.0,0.0
80,0.0,0.0,0.57521546,0.0,0.0,4.011482,0.0,0.0,0.0,0.0
81,0.0,0.0,0.57556593,0.0,0.0,4.011556,0.0,0.0,0.0,0.0
82,0.0,0.0,0.57591605,0.0,0.0,4.01163,0.0,0.0,0.0,0.0
83,0.0,0.0,0.5762666,0.0,0.0,4.0117044,0.0,0.0,0.0,0.0
84,0.0,0.0,0.5766172,0.0,0.0,4.011779,0.0,0.0,0.0,0.0
85,0.0,0.0,0.5769675,0.0,0.0,4.0118527,0.0,0.0,0.0,0.0
86,0.0,0.0,0.5773177,0.0,0.0,4.011927,0.0,0.0,0.0,0.0
87,0.0,0.0,0.5776683,0.0,0.0,4.0120015,0.0,0.0,0.0,0.0
88,0.0,0.0,0.5780187,0.0,0.0,4.0120754,0.0,0.0,0.0,0.0
89,0.0,0.0,0.57836896,0.0,0.0,4.01215,0.0,0.0,0.0,0.0
90,0.0,0.0,0.5787194,0.0,0.0,4.012224,0.0,0.0,0.0,0.0
91,0.0,0.0,0.57906985,0.0,0.0,4.012298,0.0,0.0,0.0,0.0
92,0.0,0.0,0.5794204,0.0,0.0,4.0123725,0.0,0.0,0.0,0.0
93,0.0,0.0,0.5797709,0.0,0.0,4.0124464,0.0,0.0,0.0,0.0
94,0.0,0.0,0.58012104,0.0,0.0,4.012521,0.0,0.0,0.0,0.0
95,0.0,0.0,0.5804714,0.0,0.0,4.012595,0.0,0.0,0.0,0.0
96,0.0,0.0,0.5808219,0.0,0.0,4.012669,0.0,0.0,0.0,0.0
97,0.0,0.0,0.5811723,0.0,0.0,4.0127435,0.0,0.0,0.0,0.0
98,0.0,0.0,0.5815228,0.0,0.0,4.012818,0.0,0.0,0.0,0.0
99,0.0,0.0,0.5818781,0.0,0.0,4.012891,0.0,0.0,0.0,0.0
100,0.0,0.0,0.5822344,0.0,0.0,4.012964,0.0,0.0,0.0,0.0
101,0.0,0.0,0.58259046,0.0,0.0,4.0130367,0.0,0.0,0.0,0.0
102,0.0,0.0,0.5829463,0.0,0.0,4.0131097,0.0,0.0,0.0,0.0
103,0.0,0.0,0.58330214,0.0,0.0,4.0131826,0.0,0.0,0.0,0.0
104,0.0,0.0,0.5836582,0.0,0.0,4.013256,0.0,0.0,0.0,0.0
105,0.0,0.0,0.5840143,0.0,0.0,4.013329,0.0,0.0,0.0,0.0
106,0.0,0.0,0.58437026,0.0,0.0,4.013402,0.0,0.0,0.0,0.0
107,0.0,0.0,0.5847264,0.0,0.0,4.013475,0.0,0.0,0.0,0.0
108,0.0,0.0,0.5850822,0.0,0.0,4.013548,0.0,0.0,0.0,0.0
109,0.0,0.0,0.5854384,0.0,0.0,4.013621,0.0,0.0,0.0,0.0
110,0.0,0.0,0.5857942,0.0,0.0,4.013694,0.0,0.0,0.0,0.0
111,0.0,0.0,0.5861505,0.0,0.0,4.0137672,0.0,0.0,0.0,0.0
112,0.0,0.0,0.58650637,0.0,0.0,4.01384,0.0,0.0,0.0,0.0
113,0.0,0.0,0.5868622,0.0,0.0,4.013913,0.0,0.0,0.0,0.0
114,0.0,0.0,0.58721834,0.0,0.0,4.013986,0.0,0.0,0.0,0.0
115,0.0,0.0,0.58757436,0.0,0.0,4.014059,0.0,0.0,0.0,0.0
116,0.0,0.0,0.58793,0.0,0.0,4.014132,0.0,0.0,0.0,0.0
117,0.0,0.00022786856,0.58828616,0.0,0.0,4.014205,0.0,0.0,0.0,0.0
118,0.0,0.00079238415,0.58864224,0.0,0.0,4.014278,0.0,0.0,0.0,0.0
119,0.0,0.0013568997,0.5889983,0.0,0.0,4.014351,0.0,0.0,0.0,0.0
120,0.0,0.0019214749,0.5893543,0.0,0.0,4.0144243,0.0,0.0,0.0,0.0
121,0.0,0.0024862885,0.5897103,0.0,0.0,4.0144973,0.0,0.0,0.0,0.0
122,0.0,0.0030507445,0.5900663,0.0,0.0,4.01457,0.0,0.0,0.0,0.0
123,0.0,0.0036156178,0.59042245,0.0,0.0,4.014643,0.0,0.0,0.0,0.0
124,0.0,0.004180014,0.59077847,0.0,0.0,4.014716,0.0,0.0,0.0,0.0
125,0.0,0.0047445893,0.59113455,0.0,0.0,4.014789,0.0,0.0,0.0,0.0
126,0.0,0.0053089857,0.59149027,0.0,0.0,4.014862,0.0,0.0,0.0,0.0
127,0.0,0.005873978,0.5918463,0.0,0.0,4.0149355,0.0,0.0,0.0,0.0
128,0.0,0.006438434,0.5922023,0.0,0.0,4.0150084,0.0,0.0,0.0,0.0
129,0.0,0.0070033073,0.5925585,0.0,0.0,4.0150814,0.0,0.0,0.0,0.0
130,0.0,0.0075678825,0.5929142,0.0,0.0,4.0151544,0.0,0.0,0.0,0.0
131,0.0,0.0081323385,0.59327036,0.0,0.0,4.0152273,0.0,0.0,0.0,0.0
132,0.0,0.008696973,0.5936264,0.0,0.0,4.0153003,0.0,0.0,0.0,0.0
133,0.0,0.009261906,0.59398234,0.0,0.0,4.015373,0.0,0.0,0.0,0.0
134,0.0,0.0098260045,0.5943382,0.0,0.0,4.015446,0.0,0.0,0.0,0.0
135,0.0,0.010390937,0.5946942,0.0,0.0,4.015519,0.0,0.0,0.0,0.0
136,0.0,0.0109555125,0.59505045,0.0,0.0,4.0155926,0.0,0.0,0.0,0.0
137,0.0,0.011520088,0.5954065,0.0,0.0,4.0156655,0.0,0.0,0.0,0.0
138,0.0,0.012084663,0.59576255,0.0,0.0,4.0157385,0.0,0.0,0.0,0.0
139,0.0,0.012649417,0.59611845,0.0,0.0,4.0158114,0.0,0.0,0.0,0.0
140,0.0,0.013213992,0.5964742,0.0,0.0,4.0158844,0.0,0.0,0.0,0.0
141,0.0,0.013778627,0.5968303,0.0,0.0,4.0159574,0.0,0.0,0.0,0.0
142,0.0,0.014343202,0.5971863,0.0,0.0,4.0160303,0.0,0.0,0.0,0.0
143,0.0,0.014907777,0.59754235,0.0,0.0,4.0161033,0.0,0.0,0.0,0.0
144,0.0,0.015472591,0.59789824,0.0,0.0,4.0161767,0.0,0.0,0.0,0.0
145,0.0,0.016037047,0.59825426,0.0,0.0,4.0162497,0.0,0.0,0.0,0.0
146,0.0,0.016601622,0.5986102,0.0,0.0,4.0163226,0.0,0.0,0.0,0.0
147,0.0,0.017166197,0.59896636,0.0,0.0,4.0163956,0.0,0.0,0.0,0.0
148,0.0,0.017730892,0.5993223,0.0,0.0,4.0164685,0.0,0.0,0.0,0.0
149,0.0,0.018295527,0.5996782,0.0,0.0,4.0165415,0.0,0.0,0.0,0.0
150,0.0,0.01886028,0.6000344,0.0,0.0,4.016615,0.0,0.0,0.0,0.0
151,0.0,0.019424617,0.6003905,0.0,0.0,4.016688,0.0,0.0,0.0,0.0
152,0.0,0.019989312,0.6007465,0.0,0.0,4.016761,0.0,0.0,0.0,0.0
153,0.0,0.020554006,0.60110235,0.0,0.0,4.016834,0.0,0.0,0.0,0.0
154,0.0,0.021118581,0.60145855,0.0,0.0,4.0169067,0.0,0.0,0.0,0.0
155,0.0,0.021683216,0.6018145,0.0,0.0,4.0169797,0.0,0.0,0.0,0.0
156,0.0,0.022247791,0.6021706,0.0,0.0,4.0170527,0.0,0.0,0.0,0.0
157,0.0,0.022817016,0.6025295,0.0,0.0,4.017128,0.0,0.0,0.0,0.0
158,0.0,0.023390055,0.60289115,0.0,0.0,4.0172043,0.0,0.0,0.0,0.0
159,0.0,0.023963451,0.60325307,0.0,0.0,4.017281,0.0,0.0,0.0,0.0
160,0.0,0.024536312,0.60361433,0.0,0.0,4.017358,0.0,0.0,0.0,0.0
161,0.0,0.02510947,0.60397655,0.0,0.0,4.0174346,0.0,0.0,0.0,0.0
162,0.0,0.02568245,0.60433793,0.0,0.0,4.0175114,0.0,0.0,0.0,0.0
163,0.0,0.02625537,0.60469973,0.0,0.0,4.017588,0.0,0.0,0.0,0.0
164,0.0,0.026828527,0.60506135,0.0,0.0,4.017665,0.0,0.0,0.0,0.0
165,0.0,0.027401447,0.60542274,0.0,0.0,4.017741,0.0,0.0,0.0,0.0
166,0.0,0.02797395,0.6057824,0.0,0.0,4.0178175,0.0,0.0,0.0,0.0
167,0.0,0.028546274,0.60614204,0.0,0.0,4.0178943,0.0,0.0,0.0,0.0
168,0.0,0.029118538,0.606502,0.0,0.0,4.0179706,0.0,0.0,0.0,0.0
169,0.0,0.029691279,0.60686177,0.0,0.0,4.018047,0.0,0.0,0.0,0.0
170,0.0,0.030263662,0.6072217,0.0,0.0,4.018123,0.0,0.0,0.0,0.0
171,0.0,0.030836046,0.60758126,0.0,0.0,4.0181994,0.0,0.0,0.0,0.0
172,0.0,0.03140825,0.60794103,0.0,0.0,4.0182757,0.0,0.0,0.0,0.0
173,0.0,0.031980693,0.608301,0.0,0.0,4.018352,0.0,0.0,0.0,0.0
174,0.0,0.032553315,0.6086607,0.0,0.0,4.018429,0.0,0.0,0.0,0.0
175,0.0,0.03312552,0.60902077,0.0,0.0,4.018505,0.0,0.0,0.0,0.0
176,0.0,0.033697784,0.60938036,0.0,0.0,4.0185814,0.0,0.0,0.0,0.0
177,0.0,0.034270227,0.60974014,0.0,0.0,4.0186577,0.0,0.0,0.0,0.0
178,0.0,0.03484249,0.61010003,0.0,0.0,4.018734,0.0,0.0,0.0,0.0
179,0.0,0.035415053,0.61045986,0.0,0.0,4.0188103,0.0,0.0,0.0,0.0
180,0.0,0.035987437,0.6108195,0.0,0.0,4.0188866,0.0,0.0,0.0,0.0
181,0.0,0.03655964,0.61117935,0.0,0.0,4.0189633,0.0,0.0,0.0,0.0
182,0.0,0.037132323,0.61153924,0.0,0.0,4.0190396,0.0,0.0,0.0,0.0
183,0.0,0.037704527,0.6118988,0.0,0.0,4.019116,0.0,0.0,0.0,0.0
184,0.0,0.03827709,0.61225885,0.0,0.0,4.019192,0.0,0.0,0.0,0.0
185,0.0,0.038849533,0.61261874,0.0,0.0,4.0192685,0.0,0.0,0.0,0.0
186,0.0,0.039421916,0.6129784,0.0,0.0,4.019345,0.0,0.0,0.0,0.0
187,0.0,0.03999394,0.6133382,0.0,0.0,4.0194216,0.0,0.0,0.0,0.0
188,0.0,0.040566266,0.6136982,0.0,0.0,4.019498,0.0,0.0,0.0,0.0
189,0.0,0.041138828,0.6140578,0.0,0.0,4.019574,0.0,0.0,0.0,0.0
190,0.0,0.04171121,0.61441743,0.0,0.0,4.0196505,0.0,0.0,0.0,0.0
191,0.0,0.042283654,0.61477757,0.0,0.0,4.0197268,0.0,0.0,0.0,0.00011742115
192,0.0,0.042856097,0.6151373,0.0,0.0,4.019803,0.0,0.0,0.0,0.00035315752
193,0.0,0.04342872,0.6154972,0.0,0.0,4.0198793,0.0,0.0,0.0,0.0005893707
194,0.0,0.04400295,0.6158558,0.0,0.0,4.0199537,0.0,0.0,0.0,0.0008277893
195,0.0,0.04457766,0.6162145,0.0,0.0,4.0200286,0.0,0.0,0.0,0.0010659695
196,0.0,0.04515189,0.61657333,0.0,0.0,4.020103,0.0,0.0,0.0,0.0013042092
197,0.0,0.04572624,0.6169323,0.0,0.0,4.0201774,0.0,0.0,0.0,0.0015423894
198,0.0,0.04630059,0.61729085,0.0,0.0,4.0202518,0.0,0.0,0.0,0.0017806888
199,0.0,0.04687506,0.61764973,0.0,0.0,4.0203266,0.0,0.0,0.0,0.0020189881
200,0.0002348423,0.047449708,0.61800885,0.0,0.0,4.020401,0.0,0.0,0.0,0.0022571683
201,0.00096046925,0.048024356,0.61836743,0.0,0.0,4.0204754,0.0,0.0,0.0,0.0024955273
202,0.0016849041,0.04859847,0.61872613,0.0,0.0,4.02055,0.0,0.0,0.0,0.0027336478
203,0.0024102926,0.049173176,0.61908484,0.0,0.0,4.0206246,0.0,0.0,0.0,0.0029717684
204,0.0031358004,0.049747527,0.61944366,0.0,0.0,4.020699,0.0,0.0,0.0,0.0032097697
205,0.0038609505,0.050321937,0.61980224,0.0,0.0,4.0207734,0.0,0.0,0.0,0.0034476519
206,0.0045856237,0.050896406,0.6201611,0.0,0.0,4.020848,0.0,0.0,0.0,0.0036852956
207,0.005353451,0.051508725,0.6205524,0.0,0.0,4.0209336,0.0,0.0,0.0,0.003924787
208,0.0061268806,0.05212611,0.6209483,0.0,0.0,4.0210214,0.0,0.0,0.0,0.004164219
209,0.0069003105,0.052743495,0.62134427,0.0,0.0,4.021109,0.0,0.0,0.0,0.004403889
210,0.0076732635,0.053361118,0.6217402,0.0,0.0,4.021197,0.0,0.0,0.0,0.0046435
211,0.008446932,0.053978503,0.6221363,0.0,0.0,4.021284,0.0,0.0,0.0,0.0048831105
212,0.009220362,0.054596543,0.62253225,0.0,0.0,4.021372,0.0,0.0,0.0,0.0051226616
213,0.009993076,0.05521363,0.62292814,0.0,0.0,4.0214596,0.0,0.0,0.0,0.005362153
214,0.010766864,0.055831194,0.6233242,0.0,0.0,4.0215473,0.0,0.0,0.0,0.005601883
215,0.011540532,0.056448698,0.62372017,0.0,0.0,4.021635,0.0,0.0,0.0,0.005841136
216,0.012313843,0.05706632,0.62411636,0.0,0.0,4.0217223,0.0,0.0,0.0,0.0060809255
217,0.013087034,0.057683885,0.6245121,0.0,0.0,4.02181,0.0,0.0,0.0,0.006320536
218,0.013860226,0.05830127,0.6249081,0.0,0.0,4.021898,0.0,0.0,0.0,0.0065602064
219,0.014634132,0.058918953,0.62530434,0.0,0.0,4.0219855,0.0,0.0,0.0,0.006799519
220,0.015406966,0.059536397,0.6257001,0.0,0.0,4.0220733,0.0,0.0,0.0,0.007039249
221,0.016180277,0.0601539,0.62609607,0.0,0.0,4.0221605,0.0,0.0,0.0,0.007278621
222,0.016953468,0.060771465,0.6264919,0.0,0.0,4.0222483,0.0,0.0,0.0,0.007518351
223,0.017726898,0.06138891,0.62688816,0.0,0.0,4.022336,0.0,0.0,0.0,0.007757902
224,0.018500566,0.062006533,0.62728417,0.0,0.0,4.0224237,0.0,0.0,0.0,0.007997572
225,0.019273758,0.06262404,0.6276801,0.0,0.0,4.0225115,0.0,0.0,0.0,0.008237243
226,0.020047784,0.06324154,0.62807584,0.0,0.0,4.0225987,0.0,0.0,0.0,0.008476794
227,0.020821095,0.06385887,0.628472,0.0,0.0,4.0226865,0.0,0.0,0.0,0.008716464
228,0.021593928,0.06447667,0.62886804,0.0,0.0,4.022774,0.0,0.0,0.0,0.008955896
229,0.022367835,0.06509429,0.62926406,0.0,0.0,4.022862,0.0,0.0,0.0,0.009195566
230,0.023140907,0.06571174,0.62966007,0.0,0.0,4.0229497,0.0,0.0,0.0,0.009435177
231,0.023913622,0.06632918,0.63005596,0.0,0.0,4.023037,0.0,0.0,0.0,0.009674668
232,0.024687648,0.066946805,0.6304518,0.0,0.0,4.0231247,0.0,0.0,0.0,0.009914279
233,0.025461078,0.06756419,0.630848,0.0,0.0,4.0232124,0.0,0.0,0.0,0.01015383
234,0.026234865,0.06818169,0.63124394,0.0,0.0,4.0233,0.0,0.0,0.0,0.010393262
235,0.027008176,0.068799436,0.6316397,0.0,0.0,4.023388,0.0,0.0,0.0,0.010633051
236,0.027781248,0.06941694,0.63203585,0.0,0.0,4.023475,0.0,0.0,0.0,0.010872662
237,0.028554559,0.070034385,0.63243175,0.0,0.0,4.023563,0.0,0.0,0.0,0.0111121535
238,0.029328108,0.07065189,0.6328277,0.0,0.0,4.0236506,0.0,0.0,0.0,0.011351526
239,0.030101418,0.07126945,0.633224,0.0,0.0,4.0237384,0.0,0.0,0.0,0.011591315
240,0.030874968,0.071887076,0.63361984,0.0,0.0,4.023826,0.0,0.0,0.0,0.011830747
241,0.03164792,0.0725047,0.6340158,0.0,0.0,4.0239134,0.0,0.0,0.0,0.012070417
242,0.032421827,0.073122025,0.6344118,0.0,0.0,4.024001,0.0,0.0,0.0,0.012310028
243,0.03319466,0.07373935,0.6348079,0.0,0.0,4.024089,0.0,0.0,0.0,0.012549579
244,0.03396821,0.074356854,0.6352038,0.0,0.0,4.0241766,0.0,0.0,0.0,0.01278913
245,0.034741282,0.07497573,0.6356003,0.0,0.0,4.0242643,0.0,0.0,0.0,0.013028324
246,0.03551674,0.07559574,0.63599765,0.0,0.0,4.024352,0.0,0.0,0.0,0.013267398
247,0.036290646,0.076215684,0.636395,0.0,0.0,4.02444,0.0,0.0,0.0,0.013506472
248,0.037065625,0.076835334,0.6367925,0.0,0.0,4.0245275,0.0,0.0,0.0,0.013745487
249,0.037838936,0.07745534,0.63718987,0.0,0.0,4.0246153,0.0,0.0,0.0,0.01398474
250,0.03861332,0.07807535,0.63758725,0.0,0.0,4.024703,0.0,0.0,0.0,0.014223456
251,0.039387703,0.078695,0.6379844,0.0,0.0,4.024791,0.0,0.0,0.0,0.01446259
252,0.040162086,0.07931507,0.63838184,0.0,0.0,4.0248785,0.0,0.0,0.0,0.014701426
253,0.04093647,0.079934776,0.6387794,0.0,0.0,4.0249662,0.0,0.0,0.0,0.014940739
254,0.041712046,0.08055693,0.6391766,0.0,0.0,4.025055,0.0,0.0,0.0,0.0151773095
255,0.042485714,0.08117753,0.63957185,0.0,0.0,4.025144,0.0,0.0,0.0,0.015412807
256,0.04325819,0.08179724,0.6399664,0.0,0.0,4.0252333,0.0,0.0,0.0,0.01564753
257,0.044030905,0.08241707,0.6403609,0.0,0.0,4.025323,0.0,0.0,0.0,0.015882254
258,0.04480338,0.0830372,0.6407552,0.0,0.0,4.025412,0.0,0.0,0.0,0.016116977
259,0.045580268,0.08366233,0.64115393,0.0,0.0,4.0255017,0.0,0.0,0.0,0.016353607
260,0.046361446,0.084293425,0.64155704,0.0,0.0,4.025592,0.0,0.0,0.0,0.016591966
261,0.04714334,0.08492428,0.64196014,0.0,0.0,4.025682,0.0,0.0,0.0,0.016830325
262,0.047925472,0.085555494,0.64236355,0.0,0.0,4.0257726,0.0,0.0,0.0,0.017068624
263,0.048707128,0.08618665,0.64276695,0.0,0.0,4.0258627,0.0,0.0,0.0,0.017306924
264,0.049488187,0.08681768,0.6431701,0.0,0.0,4.025953,0.0,0.0,0.0,0.017545044
265,0.050269604,0.08744866,0.6435734,0.0,0.0,4.0260434,0.0,0.0,0.0,0.017783165
266,0.051051497,0.08807957,0.64397675,0.0,0.0,4.0261335,0.0,0.0,0.0,0.018021762
267,0.051832914,0.088710725,0.64438,0.0,0.0,4.0262237,0.0,0.0,0.0,0.018260002
268,0.05261457,0.08934212,0.64478326,0.0,0.0,4.026314,0.0,0.0,0.0,0.018498302
269,0.053396344,0.08997327,0.6451865,0.0,0.0,4.0264044,0.0,0.0,0.0,0.0187366
270,0.054178238,0.09060413,0.6455897,0.0,0.0,4.0264945,0.0,0.0,0.0,0.01897502
271,0.05496025,0.09123546,0.6459931,0.0,0.0,4.0265846,0.0,0.0,0.0,0.01921308
272,0.055742025,0.091866255,0.6463971,0.0,0.0,4.026675,0.0,0.0,0.0,0.01945281
273,0.056524754,0.09249741,0.6468016,0.0,0.0,4.026766,0.0,0.0,0.0,0.01969254
274,0.05730772,0.0931285,0.647206,0.0,0.0,4.0268564,0.0,0.0,0.0,0.01993215
275,0.05808997,0.0937593,0.6476101,0.0,0.0,4.026947,0.0,0.0,0.0,0.02017188
276,0.05887294,0.09439051,0.64801437,0.0,0.0,4.0270376,0.0,0.0,0.0,0.02041161
277,0.059655428,0.095021546,0.6484189,0.0,0.0,4.027128,0.0,0.0,0.0,0.02065134
278,0.060438395,0.0956524,0.6488231,0.0,0.0,4.027219,0.0,0.0,0.0,0.020891309
279,0.061220884,0.096283555,0.6492275,0.0,0.0,4.0273094,0.0,0.0,0.0,0.0211308
280,0.06200385,0.09691459,0.6496318,0.0,0.0,4.0274,0.0,0.0,0.0,0.02137047
281,0.06278658,0.0975458,0.6500359,0.0,0.0,4.0274906,0.0,0.0,0.0,0.02161014
282,0.06356883,0.09817654,0.65044045,0.0,0.0,4.027581,0.0,0.0,0.0,0.02184987
283,0.06435132,0.09880775,0.65084463,0.0,0.0,4.027672,0.0,0.0,0.0,0.022089839
284,0.06513405,0.099438846,0.65124893,0.0,0.0,4.0277624,0.0,0.0,0.0,0.022329569
285,0.06591725,0.10006994,0.6516533,0.0,0.0,4.027853,0.0,0.0,0.0,0.022569
286,0.06669974,0.100700796,0.6520576,0.0,0.0,4.0279436,0.0,0.0,0.0,0.02280885
287,0.06748223,0.10133207,0.652462,0.0,0.0,4.028034,0.0,0.0,0.0,0.023048759
