,Reg3b,Reg3g,Apoa1,Guca2b,Zg16,Rpl37,Rpl37a,Oat,Rps28,Rps21
35,0.6663579,0.8479686,0.5990071,0.29244232,0.32119584,3.2119446,3.3553019,2.4493039,2.197433,2.1124172
36,0.6678151,0.848943,0.5993408,0.29264134,0.32139954,3.2118194,3.355187,2.44913,2.1973143,2.112327
37,0.66927135,0.8499173,0.5996741,0.29284036,0.32160324,3.2116942,3.355072,2.4489563,2.1971955,2.1122375
38,0.67072916,0.85089165,0.60000765,0.29303932,0.3218071,3.2115693,3.354957,2.4487824,2.197077,2.1121473
39,0.67218626,0.85186595,0.60034096,0.29323816,0.32201058,3.2114446,3.3548422,2.4486086,2.1969583,2.1120574
40,0.67364323,0.85284036,0.6006746,0.29343718,0.32221422,3.2113194,3.354727,2.4484348,2.1968398,2.1119676
41,0.6750995,0.8538145,0.6010078,0.29363567,0.32241824,3.211195,3.354612,2.4482617,2.1967216,2.111878
42,0.6765541,0.85478866,0.60133755,0.29383343,0.32262242,3.2110715,3.354498,2.4480908,2.1966047,2.11179
43,0.6780087,0.8557621,0.60166836,0.29403144,0.32282662,3.2109485,3.3543832,2.4479196,2.1964881,2.1117015
44,0.67946386,0.856736,0.60199904,0.29422867,0.32303104,3.210825,3.3542686,2.4477487,2.1963713,2.1116135
45,0.68091834,0.85771006,0.6023294,0.29442656,0.32323518,3.210702,3.3541539,2.4475775,2.1962547,2.111525
46,0.68237364,0.8586839,0.6026603,0.29462463,0.32343966,3.2105784,3.3540394,2.4474063,2.1961381,2.1114368
47,0.68382764,0.8596578,0.6029906,0.2948224,0.32364383,3.2104554,3.3539248,2.4472353,2.196021,2.1113486
48,0.68528163,0.8606323,0.60331774,0.29501987,0.32384446,3.2103324,3.3538096,2.4470625,2.195905,2.1112623
49,0.6867353,0.86160684,0.60364497,0.2952171,0.324045,3.2102098,3.3536944,2.4468899,2.1957889,2.1111763
50,0.68818855,0.86258155,0.6039722,0.29541415,0.3242455,3.2100873,3.353579,2.4467175,2.1956725,2.11109
51,0.6896428,0.8635561,0.60429895,0.29561162,0.32444614,3.209964,3.353464,2.4465446,2.1955562,2.1110039
52,0.6910969,0.864531,0.6046264,0.29580885,0.32464677,3.2098417,3.3533487,2.446372,2.1954398,2.1109176
53,0.692552,0.8655066,0.6049539,0.2960068,0.32484773,3.2097187,3.3532333,2.4461992,2.1953235,2.1108313
54,0.6940199,0.866493,0.60528743,0.29620886,0.32505408,3.2095957,3.3531165,2.4460237,2.1952062,2.110745
55,0.69548786,0.8674789,0.60562027,0.29641134,0.32526073,3.2094731,3.3529994,2.4458485,2.195089,2.1106586
56,0.6969558,0.8684653,0.605953,0.29661363,0.3254671,3.20935,3.3528824,2.4456732,2.194972,2.1105726
57,0.69842374,0.8694513,0.60628664,0.2968155,0.32567358,3.2092273,3.3527656,2.445498,2.194855,2.1104863
58,0.6998917,0.8704378,0.60661924,0.2970183,0.3258801,3.2091043,3.3526485,2.4453225,2.194738,2.1104
59,0.70135987,0.8714239,0.6069523,0.29722047,0.32608652,3.2089815,3.3525317,2.4451475,2.1946206,2.1103137
60,0.7028283,0.8724098,0.60728514,0.2974226,0.32629293,3.2088585,3.3524148,2.444972,2.1945033,2.110227
61,0.7042959,0.8733966,0.607618,0.29762512,0.32649928,3.2087357,3.3522978,2.444797,2.1943865,2.110141
62,0.7057638,0.87438285,0.6079514,0.29782742,0.3267058,3.2086124,3.352181,2.4446216,2.1942697,2.1100545
63,0.7072319,0.8753688,0.60828424,0.29802948,0.32691208,3.2084897,3.352064,2.444446,2.1941524,2.1099682
64,0.70870006,0.8763545,0.6086174,0.29823184,0.32711858,3.208367,3.351947,2.4442708,2.1940353,2.1098819
65,0.71016824,0.87734157,0.60895026,0.29843432,0.32732496,3.208244,3.35183,2.4440956,2.1939178,2.1097958
66,0.7116362,0.8783272,0.6092831,0.2986365,0.32753143,3.208121,3.3517132,2.4439204,2.193801,2.1097095
67,0.71310365,0.8793136,0.6096164,0.2988388,0.32773784,3.207998,3.3515964,2.443745,2.1936839,2.1096232
68,0.7145722,0.8803,0.6099496,0.29904097,0.3279443,3.2078753,3.3514793,2.44357,2.1935668,2.109537
69,0.7160398,0.8812859,0.61028254,0.2992434,0.32815063,3.2077527,3.3513622,2.4433947,2.1934495,2.1094506
70,0.71750796,0.88227224,0.6106154,0.29944563,0.32835713,3.2076294,3.3512454,2.4432194,2.1933324,2.1093645
71,0.71897614,0.8832584,0.6109487,0.2996477,0.3285636,3.2075067,3.3511286,2.443044,2.1932154,2.1092782
72,0.7204443,0.8842445,0.61128163,0.29985023,0.32876983,3.207384,3.3510118,2.4428685,2.1930985,2.1091917
73,0.7219125,0.8852308,0.6116146,0.30005264,0.3289764,3.2072608,3.350895,2.4426932,2.1929812,2.1091056
74,0.72338045,0.88621694,0.61194766,0.3002547,0.32918274,3.207138,3.3507776,2.442518,2.1928644,2.1090193
75,0.7248484,0.88720316,0.6122811,0.30045688,0.3293891,3.207015,3.3506608,2.4423428,2.192747,2.108933
76,0.7263162,0.8881893,0.61261415,0.30065894,0.32959563,3.206892,3.3505442,2.4421675,2.19263,2.1088467
77,0.72778416,0.8891755,0.6129466,0.30086154,0.329802,3.2067692,3.3504272,2.441992,2.192513,2.1087604
78,0.72925234,0.89016193,0.61327994,0.30106384,0.3300085,3.2066462,3.35031,2.4418168,2.192396,2.108674
79,0.73072004,0.89114785,0.6136128,0.3012662,0.33021483,3.2065234,3.350193,2.4416416,2.1922786,2.1085877
80,0.7321881,0.8921343,0.61394596,0.3014685,0.3304212,3.2064006,3.3500762,2.4414663,2.1921616,2.1085014
81,0.73365605,0.8931204,0.6142787,0.30167055,0.3306277,3.2062776,3.3499594,2.4412909,2.1920443,2.1084151
82,0.7351246,0.8941064,0.6146115,0.30187303,0.330834,3.206155,3.3498423,2.4411159,2.1919274,2.108329
83,0.73658836,0.8950897,0.61494625,0.30207872,0.33103976,3.2060313,3.349725,2.4409404,2.1918125,2.1082432
84,0.7380489,0.89607024,0.6152803,0.3022865,0.33124477,3.2059073,3.3496068,2.440765,2.1916988,2.1081579
85,0.7395103,0.89705116,0.61561525,0.30249417,0.33144966,3.2057834,3.3494887,2.4405897,2.191585,2.1080725
86,0.7409713,0.898032,0.6159502,0.3027023,0.3316547,3.2056594,3.3493707,2.4404144,2.1914716,2.1079872
87,0.7424326,0.89901274,0.6162847,0.3029101,0.3318598,3.2055354,3.3492527,2.4402387,2.191358,2.1079018
88,0.7438936,0.8999937,0.61661994,0.30311835,0.3320648,3.2054117,3.3491344,2.4400635,2.1912444,2.1078165
89,0.7453548,0.90097433,0.61695397,0.30332607,0.33226988,3.2052875,3.3490167,2.4398882,2.1911309,2.1077309
90,0.7468159,0.9019552,0.61728895,0.30353403,0.33247492,3.2051637,3.3488984,2.4397128,2.1910172,2.107646
91,0.7482768,0.90293586,0.6176237,0.30374193,0.3326799,3.20504,3.3487804,2.4395373,2.1909037,2.1075606
92,0.7497711,0.9039489,0.6179615,0.30395937,0.33288616,3.2049074,3.3486578,2.4393609,2.19079,2.107466
93,0.75127995,0.9049756,0.61830163,0.30418098,0.3330926,3.204771,3.3485336,2.4391837,2.1906762,2.107368
94,0.75278854,0.9060023,0.618641,0.30440193,0.33329928,3.204635,3.3484092,2.4390063,2.1905627,2.1072695
95,0.7542975,0.90702856,0.6189804,0.30462313,0.3335058,3.2044992,3.348285,2.4388292,2.1904492,2.107171
96,0.75580645,0.9080558,0.61932003,0.30484456,0.3337114,3.2043633,3.3481605,2.4386516,2.1903353,2.1070726
97,0.7573178,0.9090851,0.61965966,0.3050667,0.33391547,3.2042284,3.348037,2.4384732,2.1902215,2.106974
98,0.7588296,0.91011417,0.61999977,0.30528837,0.33411962,3.204093,3.3479128,2.438295,2.1901076,2.1068745
99,0.76034087,0.911143,0.62033916,0.30551004,0.33432397,3.203958,3.347789,2.4381166,2.1899934,2.1067755
100,0.7618492,0.91217047,0.6206794,0.3057322,0.33452737,3.2038236,3.347665,2.4379377,2.1898804,2.1066775
101,0.7633265,0.91319287,0.621011,0.30594742,0.33472458,3.2036936,3.3475442,2.4377658,2.1897705,2.1065793
102,0.76480126,0.9142154,0.6213418,0.30616212,0.33492163,3.2035637,3.347423,2.437594,2.1896603,2.106481
103,0.7662771,0.91523784,0.6216732,0.30637693,0.33511844,3.2034342,3.3473017,2.4374223,2.1895504,2.1063824
104,0.7677521,0.91626024,0.62200403,0.3065915,0.3353154,3.2033043,3.3471806,2.4372506,2.1894405,2.1062841
105,0.76922655,0.91728234,0.62233496,0.30680615,0.33551225,3.2031746,3.3470595,2.437079,2.1893308,2.106186
106,0.77070224,0.91830504,0.62266564,0.30702072,0.33570898,3.2030451,3.3469386,2.4369073,2.1892204,2.1060877
107,0.772177,0.91932756,0.62299716,0.30723554,0.33590603,3.2029154,3.3468175,2.4367356,2.189111,2.1059892
108,0.7736522,0.92034996,0.623328,0.30744988,0.33610278,3.2027857,3.3466961,2.436564,2.1890006,2.105891
109,0.7751274,0.92137265,0.623659,0.30766517,0.33629957,3.2026558,3.3465753,2.4363923,2.188891,2.1057925
110,0.77660245,0.92239475,0.6239897,0.3078792,0.33649653,3.2025263,3.3464541,2.4362206,2.188781,2.1056943
111,0.77807707,0.923417,0.62432086,0.30809432,0.3366935,3.2023966,3.346333,2.436049,2.188671,2.105596
112,0.77955204,0.9244393,0.6246518,0.30830902,0.3368904,3.202267,3.346212,2.4358773,2.188561,2.1054976
113,0.7810277,0.92546165,0.6249833,0.3085233,0.3370871,3.2021372,3.346091,2.435706,2.1884513,2.1053994
114,0.7825021,0.9264841,0.6253139,0.30873817,0.3372842,3.2020078,3.34597,2.435534,2.1883411,2.1053011
115,0.7839773,0.9275067,0.6256453,0.30895293,0.33748114,3.201878,3.3458486,2.4353626,2.1882312,2.1052027
116,0.78545237,0.928529,0.6259761,0.3091675,0.3376779,3.2017481,3.345728,2.4351907,2.1881213,2.1051044
117,0.78692734,0.92955136,0.6263069,0.30938208,0.33787477,3.2016184,3.3456066,2.435019,2.1880114,2.1050062
118,0.7884024,0.930574,0.6266384,0.30959678,0.33807182,3.201489,3.3454854,2.4348474,2.1879015,2.1049078
119,0.7898779,0.93159616,0.6269692,0.3098116,0.33826858,3.201359,3.3453643,2.4346757,2.1877913,2.1048095
120,0.79135275,0.93261856,0.62730014,0.310026,0.33846542,3.2012293,3.3452432,2.4345043,2.1876817,2.104711
121,0.7928277,0.9336411,0.6276307,0.3102411,0.33866236,3.2010999,3.3451223,2.4343326,2.1875718,2.1046128
122,0.79430336,0.9346635,0.6279621,0.31045538,0.33885917,3.2009702,3.3450012,2.434161,2.1874619,2.1045146
123,0.795778,0.93568575,0.6282929,0.31067055,0.33905622,3.2008405,3.34488,2.4339893,2.187352,2.1044164
124,0.79725295,0.93670815,0.62862384,0.3108847,0.339253,3.2007108,3.344759,2.4338179,2.1872418,2.104318
125,0.798728,0.93773055,0.628955,0.3110994,0.33944967,3.2005808,3.344638,2.433646,2.1871321,2.1042197
126,0.80020356,0.9387535,0.62928593,0.31131458,0.3396467,3.2004511,3.3445168,2.4334743,2.1870222,2.1041214
127,0.8016823,0.93978024,0.62961614,0.31152934,0.3398435,3.200322,3.3443966,2.4333029,2.1869125,2.104024
128,0.8031612,0.94080687,0.6299465,0.31174397,0.34004053,3.200193,3.3442762,2.4331315,2.1868029,2.1039267
129,0.8046395,0.94183344,0.63027704,0.3119591,0.3402374,3.200064,3.344156,2.4329596,2.1866932,2.1038294
130,0.8061184,0.94286036,0.6306063,0.31217378,0.3404343,3.1999345,3.3440354,2.4327881,2.1865835,2.103732
131,0.8076074,0.9439007,0.63094056,0.3123893,0.3406287,3.1998007,3.3439114,2.4326134,2.1864684,2.1036298
132,0.8090966,0.9449419,0.63127446,0.31260478,0.3408233,3.1996665,3.3437872,2.4324384,2.1863532,2.1035275
133,0.8105596,0.94596744,0.631605,0.31282264,0.34100634,3.1995282,3.343657,2.43226,2.1862311,2.1034195
134,0.8120234,0.9469934,0.63193524,0.31304038,0.34118968,3.1993906,3.3435268,2.4320817,2.1861093,2.1033115
135,0.8134849,0.9480189,0.6322675,0.31325996,0.34137356,3.1992521,3.3433967,2.4319034,2.1859877,2.103203
136,0.814946,0.9490447,0.63260007,0.31348002,0.3415578,3.1991138,3.3432665,2.4317253,2.1858664,2.1030948
137,0.8164074,0.95007,0.6329323,0.31369966,0.34174186,3.1989763,3.3431363,2.4315472,2.185745,2.1029863
138,0.8178689,0.95109534,0.63326526,0.31392002,0.34192598,3.1988378,3.3430061,2.4313688,2.1856232,2.102878
139,0.81933016,0.95212114,0.63359785,0.3141399,0.3421101,3.1986995,3.3428762,2.4311905,2.1855018,2.1027699
140,0.82079136,0.95314693,0.6339301,0.31435972,0.34229437,3.1985612,3.3427458,2.4310122,2.1853805,2.1026614
141,0.8222524,0.9541723,0.63426256,0.31457967,0.34247842,3.1984227,3.3426156,2.430834,2.1852586,2.1025531
142,0.8237136,0.9551976,0.6345949,0.31479967,0.34266263,3.1982844,3.3424857,2.4306557,2.1851373,2.102445
143,0.8251751,0.9562235,0.63492787,0.31501937,0.34284678,3.1981463,3.3423553,2.4304774,2.1850157,2.1023364
144,0.82663614,0.9572487,0.63525975,0.31523943,0.3430309,3.198008,3.3422253,2.4302993,2.1848943,2.1022282
145,0.8280972,0.9582746,0.63559234,0.3154593,0.34321502,3.1978698,3.3420954,2.430121,2.1847727,2.10212
146,0.82955843,0.95929986,0.6359252,0.3156793,0.343399,3.1977315,3.341965,2.4299426,2.1846514,2.1020117
147,0.83101976,0.96032566,0.63625777,0.31589913,0.34358314,3.1975932,3.3418348,2.4297645,2.1845298,2.1019034
148,0.8324808,0.96135116,0.6365899,0.3161193,0.34376737,3.197455,3.3417048,2.429586,2.1844082,2.101795
149,0.8339424,0.9623768,0.63692296,0.31633902,0.3439515,3.1973166,3.3415747,2.4294078,2.1842868,2.1016865
150,0.8354042,0.9634024,0.6372546,0.3165593,0.34413564,3.1971784,3.3414445,2.4292293,2.1841652,2.1015782
151,0.83686495,0.96442795,0.6375873,0.31677902,0.34431994,3.19704,3.341314,2.4290514,2.1840436,2.10147
152,0.83832616,0.9654534,0.6379199,0.31699872,0.344504,3.1969018,3.3411841,2.428873,2.1839223,2.1013618
153,0.8397874,0.96647924,0.6382526,0.31721866,0.34468815,3.1967638,3.341054,2.4286947,2.1838007,2.1012535
154,0.8412486,0.9675046,0.63858473,0.31743836,0.344872,3.1966255,3.3409238,2.4285164,2.183679,2.1011453
155,0.8427098,0.9685301,0.63891697,0.31765854,0.34505635,3.1964872,3.3407936,2.4283385,2.183558,2.1010365
156,0.8441709,0.96955585,0.63925016,0.3178783,0.3452404,3.1963491,3.3406637,2.42816,2.1834362,2.1009288
157,0.8456324,0.9705813,0.6395823,0.31809837,0.3454246,3.1962104,3.3405335,2.4279819,2.1833148,2.10082
158,0.84709424,0.97160685,0.6399151,0.31831825,0.3456087,3.1960726,3.340403,2.4278035,2.1831932,2.1007118
159,0.8485553,0.9726332,0.640247,0.3185385,0.34579268,3.1959343,3.340273,2.4276252,2.1830719,2.1006036
160,0.85002667,0.9736723,0.64057827,0.31876165,0.34597158,3.1957989,3.340143,2.427445,2.1829515,2.1004992
161,0.8514977,0.97471076,0.6409093,0.31898427,0.3461504,3.195664,3.340013,2.427265,2.1828315,2.1003947
162,0.8529694,0.9757497,0.6412401,0.31920743,0.3463291,3.1955285,3.3398829,2.4270847,2.1827116,2.10029
163,0.85443985,0.97678846,0.6415709,0.31943023,0.34650794,3.195393,3.339753,2.4269044,2.1825917,2.1001854
164,0.85591173,0.97782755,0.64190185,0.31965297,0.34668702,3.1952577,3.339623,2.4267244,2.1824715,2.1000807
165,0.8573824,0.9788666,0.64223266,0.3198762,0.34686595,3.1951222,3.3394928,2.4265442,2.1823514,2.099976
166,0.8588423,0.97989553,0.6425611,0.32009566,0.34704533,3.1949868,3.3393617,2.4263651,2.18223,2.0998697
167,0.8602767,0.9809043,0.6428845,0.32030845,0.34722608,3.1948495,3.3392284,2.4261885,2.1821055,2.0997586
168,0.86170995,0.9819131,0.6432071,0.32052147,0.3474065,3.1947126,3.339095,2.4260123,2.181981,2.099648
169,0.8631436,0.98292154,0.64353,0.32073438,0.34758708,3.1945753,3.3389616,2.4258358,2.1818569,2.0995371
170,0.86457676,0.98393047,0.64385295,0.3209471,0.34776756,3.1944385,3.3388283,2.4256597,2.1817324,2.099426
171,0.86601126,0.9849392,0.6441759,0.32115972,0.3479481,3.1943016,3.338695,2.425483,2.1816082,2.0993154
172,0.86744416,0.98594797,0.6444988,0.3213727,0.34812844,3.1941643,3.3385615,2.4253068,2.1814835,2.0992045
173,0.86887795,0.9869566,0.64482176,0.32158583,0.3483091,3.1940272,3.338428,2.4251304,2.1813593,2.099094
174,0.8703119,0.9879652,0.6451448,0.3217981,0.34849006,3.1938906,3.338295,2.4249535,2.181235,2.098983
175,0.8717461,0.98897433,0.64546907,0.3220083,0.3486727,3.1937542,3.3381631,2.4247754,2.1811106,2.0988722
176,0.8731815,0.9899853,0.64579594,0.32221794,0.3488556,3.1936173,3.338031,2.4245973,2.1809855,2.0987601
177,0.87461936,0.9909987,0.6461272,0.32242745,0.34903848,3.1934807,3.3378992,2.424419,2.180859,2.0986474
178,0.8760575,0.992012,0.6464585,0.3226372,0.3492213,3.193344,3.3377671,2.424241,2.1807325,2.0985346
179,0.87749547,0.9930254,0.64678895,0.3228463,0.3494041,3.1932075,3.3376355,2.424063,2.1806064,2.0984216
180,0.8789335,0.9940389,0.6471199,0.32305622,0.34958708,3.193071,3.3375034,2.4238849,2.18048,2.0983086
181,0.8803716,0.9950523,0.6474508,0.3232653,0.34976995,3.1929343,3.3373716,2.4237068,2.1803536,2.0981956
182,0.88180923,0.9960652,0.64778197,0.3234747,0.3499527,3.1927977,3.3372397,2.4235287,2.1802273,2.098083
183,0.8832471,0.9970785,0.6481124,0.3236841,0.35013542,3.1926613,3.337108,2.4233506,2.180101,2.09797
184,0.8846852,0.9980921,0.64844334,0.32389367,0.35031846,3.1925242,3.3369758,2.4231725,2.1799748,2.097857
185,0.8861079,0.99909306,0.6487696,0.32410002,0.35050148,3.1923862,3.3368428,2.4229946,2.179845,2.0977445
186,0.8875307,1.0000939,0.6490953,0.32430655,0.35068458,3.1922476,3.3367095,2.4228168,2.1797152,2.0976315
187,0.8889532,1.0010953,0.6494212,0.32451332,0.3508677,3.1921093,3.3365762,2.4226387,2.1795852,2.097519
188,0.89037484,1.0020959,0.64974725,0.32471967,0.35105067,3.1919713,3.3364432,2.4224608,2.1794555,2.0974064
189,0.89179796,1.0030972,0.6500732,0.32492584,0.3512339,3.191833,3.3363097,2.422283,2.1793258,2.0972936
190,0.8932208,1.0040982,0.65039957,0.32513255,0.35141706,3.1916947,3.3361766,2.422105,2.179196,2.0971806
191,0.89464307,1.005099,0.650725,0.3253392,0.35160017,3.1915562,3.3360434,2.421927,2.1790662,2.0970678
192,0.8960656,1.0060999,0.6510508,0.32554543,0.35178304,3.1914182,3.3359103,2.4217494,2.1789365,2.0969553
193,0.89748794,1.0071008,0.6513765,0.3257522,0.3519662,3.1912796,3.3357768,2.4215713,2.1788068,2.0968425
194,0.8989113,1.0081031,0.6517049,0.32596153,0.35215247,3.1911426,3.3356454,2.4213912,2.1786778,2.0967317
195,0.9003344,1.0091047,0.652033,0.32617188,0.3523401,3.1910055,3.3355145,2.4212103,2.1785502,2.096622
196,0.90175724,1.010107,0.6523613,0.32638246,0.35252762,3.1908689,3.3353837,2.4210293,2.178422,2.096512
197,0.90318024,1.0111089,0.6526892,0.32659274,0.35271502,3.190732,3.3352528,2.4208484,2.1782937,2.0964022
198,0.90460354,1.0121114,0.653018,0.32680345,0.35290247,3.190595,3.3351216,2.4206674,2.1781657,2.0962923
199,0.9060264,1.0131133,0.65334594,0.32701385,0.35308993,3.1904583,3.3349907,2.4204865,2.1780376,2.0961823
200,0.90744925,1.0141156,0.6536745,0.32722425,0.35327727,3.1903214,3.3348598,2.4203057,2.1779094,2.0960727
201,0.9088726,1.0151176,0.6540028,0.32743484,0.35346502,3.1901844,3.3347292,2.4201245,2.177781,2.0959628
202,0.9102956,1.0161196,0.65433145,0.32764536,0.35365236,3.1900475,3.3345983,2.4199436,2.1776533,2.0958529
203,0.9117191,1.0171219,0.6546596,0.3278556,0.3538397,3.189911,3.3344674,2.4197626,2.177525,2.095743
204,0.91314244,1.0181239,0.65498817,0.32806617,0.3540273,3.189774,3.3343365,2.4195817,2.1773968,2.0956333
205,0.91456544,1.0191262,0.6553165,0.32827705,0.35421476,3.1896372,3.3342056,2.4194007,2.1772687,2.0955234
206,0.9159883,1.0201283,0.6556448,0.32848728,0.3544024,3.1895003,3.334075,2.41922,2.1771407,2.0954132
207,0.9174113,1.0211303,0.6559733,0.32869786,0.35458976,3.1893637,3.3339438,2.4190388,2.1770127,2.0953035
208,0.91883457,1.0221326,0.6563016,0.32890844,0.3547774,3.1892266,3.3338132,2.4188578,2.1768842,2.0951939
209,0.9202577,1.0231345,0.6566299,0.32911897,0.35496476,3.1890898,3.3336823,2.4186769,2.1767561,2.0950837
210,0.92169374,1.024142,0.65696394,0.329333,0.3551554,3.188949,3.3335447,2.4184992,2.176622,2.0949738
211,0.92313015,1.0251496,0.6572982,0.3295474,0.3553462,3.188808,3.3334064,2.4183218,2.1764877,2.0948641
212,0.9245669,1.0261573,0.6576328,0.32976228,0.35553694,3.1886673,3.333269,2.4181442,2.1763535,2.0947542
213,0.92600286,1.0271647,0.65796685,0.32997662,0.3557276,3.1885264,3.3331308,2.4179668,2.176219,2.0946445
214,0.9274401,1.0281723,0.6583015,0.33019125,0.35591853,3.1883855,3.3329926,2.4177892,2.1760845,2.0945344
215,0.92887664,1.02918,0.658636,0.33040577,0.3561092,3.1882448,3.3328547,2.4176116,2.17595,2.0944247
216,0.93031335,1.0301876,0.6589706,0.33061993,0.35629988,3.1881037,3.332717,2.4174342,2.1758156,2.0943148
217,0.93174994,1.0311952,0.659305,0.3308345,0.35649085,3.187963,3.332579,2.4172566,2.175681,2.094205
218,0.9331863,1.0322027,0.659639,0.33104903,0.35668153,3.187822,3.332441,2.4170792,2.1755466,2.094095
219,0.9346228,1.0332105,0.6599735,0.33126378,0.35687262,3.187681,3.332303,2.4169016,2.1754127,2.093985
220,0.9360598,1.0342183,0.66030777,0.33147812,0.3570633,3.1875398,3.3321652,2.416724,2.175278,2.0938754
221,0.9374965,1.035226,0.6606426,0.33169252,0.35725388,3.1873994,3.3320274,2.4165466,2.1751435,2.0937653
222,0.93893266,1.0362334,0.660977,0.33190703,0.35744482,3.1872582,3.3318892,2.416369,2.1750093,2.0936556
223,0.9403691,1.037241,0.66131127,0.3321216,0.3576355,3.1871173,3.3317513,2.4161916,2.1748748,2.0935454
224,0.94180644,1.0382488,0.66164577,0.33233637,0.35782653,3.1869764,3.3316135,2.416014,2.1747403,2.0934358
225,0.94324255,1.0392562,0.6619798,0.3325504,0.35801715,3.1868358,3.3314757,2.4158366,2.174606,2.0933259
226,0.94467974,1.0402639,0.66231453,0.33276522,0.358208,3.1866946,3.3313377,2.415659,2.1744716,2.093216
227,0.94611603,1.0412714,0.6626489,0.33297956,0.3583987,3.186554,3.3311996,2.4154813,2.174337,2.0931063
228,0.94755304,1.042279,0.66298294,0.3331939,0.3585894,3.186413,3.3310616,2.415304,2.1742024,2.0929961
